0.000000 	 -0.275940 	 -0.275940 	 
0.100000 	 0.683070 	 0.683070 	 
0.200000 	 0.037993 	 0.037993 	 
0.300000 	 2.857600 	 2.857600 	 
0.400000 	 2.869800 	 2.869800 	 
0.500000 	 3.218300 	 3.218300 	 
0.600000 	 3.508400 	 3.508400 	 
0.700000 	 3.854200 	 3.854200 	 
0.800000 	 4.128100 	 4.128100 	 
0.900000 	 3.274900 	 3.274900 	 
1.000000 	 3.344400 	 3.344400 	 
1.100000 	 2.214000 	 2.214000 	 
1.200000 	 5.258300 	 5.258300 	 
1.300000 	 4.642500 	 4.642500 	 
1.400000 	 4.463200 	 4.463200 	 
1.500000 	 5.566200 	 5.566200 	 
1.600000 	 8.322400 	 8.322400 	 
1.700000 	 3.257900 	 3.257900 	 
1.800000 	 3.052600 	 3.052600 	 
1.900000 	 4.068400 	 4.068400 	 
2.000000 	 4.257900 	 4.257900 	 
2.100000 	 2.910700 	 2.910700 	 
2.200000 	 2.062300 	 2.062300 	 
2.300000 	 2.206100 	 2.206100 	 
2.400000 	 4.546000 	 4.546000 	 
2.500000 	 1.799500 	 1.799500 	 
2.600000 	 1.845300 	 1.845300 	 
2.700000 	 0.810960 	 0.810960 	 
2.800000 	 2.950800 	 2.950800 	 
2.900000 	 0.124140 	 0.124140 	 
3.000000 	 0.235530 	 0.235530 	 
3.100000 	 -2.103400 	 -2.103400 	 
3.200000 	 0.114450 	 0.114450 	 
3.300000 	 -1.283900 	 -1.283900 	 
3.400000 	 -1.315900 	 -1.315900 	 
3.500000 	 1.102400 	 1.102400 	 
3.600000 	 -3.172800 	 -3.172800 	 
3.700000 	 -0.992930 	 -0.992930 	 
3.800000 	 -3.172200 	 -3.172200 	 
3.900000 	 -1.763500 	 -1.763500 	 
4.000000 	 -4.533800 	 -4.533800 	 
4.100000 	 -1.692800 	 -1.692800 	 
4.200000 	 -5.885700 	 -5.885700 	 
4.300000 	 -3.463600 	 -3.463600 	 
4.400000 	 -4.026400 	 -4.026400 	 
4.500000 	 -5.371500 	 -5.371500 	 
4.600000 	 -4.459100 	 -4.459100 	 
4.700000 	 -2.907800 	 -2.907800 	 
4.800000 	 -4.961800 	 -4.961800 	 
4.900000 	 -3.761900 	 -3.761900 	 
5.000000 	 -3.987300 	 -3.987300 	 
5.100000 	 -5.896500 	 -5.896500 	 
5.200000 	 -5.502600 	 -5.502600 	 
5.300000 	 -3.645200 	 -3.645200 	 
5.400000 	 -5.184600 	 -5.184600 	 
5.500000 	 -4.109600 	 -4.109600 	 
5.600000 	 -3.161000 	 -3.161000 	 
5.700000 	 -3.901000 	 -3.901000 	 
5.800000 	 -1.190800 	 -1.190800 	 
5.900000 	 -1.606100 	 -1.606100 	 
6.000000 	 -1.957200 	 -1.957200 	 
6.100000 	 -0.867010 	 -0.867010 	 
6.200000 	 -0.939910 	 -0.939910 	 
6.300000 	 0.167520 	 0.167520 	 
6.400000 	 2.308700 	 2.308700 	 
6.500000 	 -1.092100 	 -1.092100 	 
6.600000 	 -0.235520 	 -0.235520 	 
6.700000 	 1.855500 	 1.855500 	 
6.800000 	 3.098500 	 3.098500 	 
6.900000 	 2.750800 	 2.750800 	 
7.000000 	 3.825700 	 3.825700 	 
7.100000 	 3.466300 	 3.466300 	 
7.200000 	 2.874100 	 2.874100 	 
7.300000 	 4.074500 	 4.074500 	 
7.400000 	 5.440700 	 5.440700 	 
7.500000 	 5.438900 	 5.438900 	 
7.600000 	 5.062700 	 5.062700 	 
7.700000 	 4.102400 	 4.102400 	 
7.800000 	 5.320300 	 5.320300 	 
7.900000 	 4.809700 	 4.809700 	 
8.000000 	 4.235300 	 0.678431 	 
8.100000 	 4.234100 	 0.722819 	 
8.200000 	 6.887000 	 0.808432 	 
8.300000 	 5.805800 	 0.845284 	 
8.400000 	 4.891800 	 0.870559 	 
8.500000 	 5.289000 	 0.896443 	 
8.600000 	 3.916000 	 0.901538 	 
8.700000 	 2.109100 	 0.879724 	 
8.800000 	 2.079700 	 0.854119 	 
8.900000 	 0.335760 	 0.817380 	 
9.000000 	 1.727900 	 0.797173 	 
9.100000 	 2.291000 	 0.798136 	 
9.200000 	 0.484920 	 0.738469 	 
9.300000 	 0.096449 	 0.681643 	 
9.400000 	 0.447220 	 0.631443 	 
9.500000 	 -0.946460 	 0.550035 	 
9.600000 	 -2.175700 	 0.418809 	 
9.700000 	 -2.076600 	 0.352127 	 
9.800000 	 -1.358600 	 0.296988 	 
9.900000 	 -3.312900 	 0.204721 	 
10.000000 	 -2.279900 	 0.122999 	 
10.100000 	 -2.813200 	 0.051450 	 
10.200000 	 -2.455500 	 -0.005022 	 
10.300000 	 -3.744500 	 -0.079405 	 
10.400000 	 -3.147200 	 -0.175570 	 
10.500000 	 -4.937100 	 -0.259777 	 
10.600000 	 -3.620000 	 -0.328093 	 
10.700000 	 -4.397500 	 -0.393199 	 
10.800000 	 -6.535000 	 -0.511772 	 
10.900000 	 -3.862800 	 -0.561608 	 
11.000000 	 -5.137100 	 -0.628766 	 
11.100000 	 -6.014400 	 -0.677654 	 
11.200000 	 -4.283500 	 -0.732628 	 
11.300000 	 -4.311100 	 -0.770468 	 
11.400000 	 -4.266100 	 -0.807346 	 
11.500000 	 -4.862100 	 -0.881902 	 
11.600000 	 -3.453300 	 -0.885408 	 
11.700000 	 -5.147600 	 -0.937341 	 
11.800000 	 -4.097000 	 -0.948901 	 
11.900000 	 -1.332000 	 -0.943508 	 
12.000000 	 -3.051200 	 -0.924975 	 
12.100000 	 -0.982860 	 -0.916101 	 
12.200000 	 -1.487800 	 -0.861127 	 
12.300000 	 -1.868000 	 -0.841182 	 
12.400000 	 -1.142900 	 -0.805139 	 
12.500000 	 -0.358470 	 -0.742476 	 
12.600000 	 -0.337880 	 -0.690961 	 
12.700000 	 2.141900 	 -0.627839 	 
12.800000 	 0.262800 	 -0.562532 	 
12.900000 	 0.564890 	 -0.508447 	 
13.000000 	 2.552100 	 -0.426704 	 
13.100000 	 2.975700 	 -0.315802 	 
13.200000 	 4.256000 	 -0.193819 	 
13.300000 	 0.719650 	 -0.139259 	 
13.400000 	 3.524800 	 -0.030391 	 
13.500000 	 4.380200 	 0.075731 	 
13.600000 	 3.370000 	 0.157369 	 
13.700000 	 3.954500 	 0.255563 	 
13.800000 	 5.423800 	 0.338245 	 
13.900000 	 5.486700 	 0.426905 	 
14.000000 	 5.236300 	 0.516824 	 
14.100000 	 3.514200 	 0.571589 	 
14.200000 	 5.624700 	 0.653646 	 
14.300000 	 5.172500 	 0.716209 	 
14.400000 	 6.507700 	 0.768696 	 
14.500000 	 5.375100 	 0.849536 	 
14.600000 	 3.165600 	 0.892050 	 
14.700000 	 4.865800 	 0.929679 	 
14.800000 	 3.849500 	 0.939067 	 
14.900000 	 3.558000 	 0.949157 	 
15.000000 	 3.292500 	 0.942492 	 
15.100000 	 2.600000 	 0.931663 	 
15.200000 	 2.012100 	 0.920888 	 
15.300000 	 1.184200 	 0.884759 	 
15.400000 	 -0.215070 	 0.814062 	 
15.500000 	 1.770900 	 0.768212 	 
15.600000 	 -1.414600 	 0.687246 	 
15.700000 	 1.793100 	 0.658379 	 
15.800000 	 -1.094900 	 0.578190 	 
15.900000 	 -1.173800 	 0.503396 	 
16.000000 	 -1.876300 	 0.427001 	 
16.100000 	 -1.553400 	 0.354657 	 
16.200001 	 -2.381900 	 0.238796 	 
16.299999 	 -4.189800 	 0.113851 	 
16.400000 	 -5.514500 	 -0.016228 	 
16.500000 	 -3.798300 	 -0.129819 	 
16.600000 	 -4.035200 	 -0.229209 	 
16.700001 	 -2.717500 	 -0.289542 	 
16.799999 	 -4.864700 	 -0.376347 	 
16.900000 	 -4.372000 	 -0.435194 	 
17.000000 	 -4.189800 	 -0.509165 	 
17.100000 	 -6.339400 	 -0.617045 	 
17.200001 	 -4.248700 	 -0.676215 	 
17.299999 	 -5.137800 	 -0.741644 	 
17.400000 	 -6.172700 	 -0.824392 	 
17.500000 	 -5.001600 	 -0.875082 	 
17.600000 	 -5.236400 	 -0.913341 	 
17.700001 	 -2.324300 	 -0.916437 	 
17.799999 	 -4.633200 	 -0.957369 	 
17.900000 	 -3.388300 	 -0.958312 	 
18.000000 	 -2.585700 	 -0.962134 	 
18.100000 	 -2.019100 	 -0.952208 	 
18.200001 	 -4.509300 	 -0.977881 	 
18.299999 	 -3.280400 	 -0.972079 	 
18.400000 	 -3.867700 	 -0.981086 	 
18.500000 	 -1.788800 	 -0.941732 	 
18.600000 	 -0.378370 	 -0.901211 	 
18.700001 	 -0.446570 	 -0.851825 	 
18.799999 	 -1.329400 	 -0.786755 	 
18.900000 	 2.079700 	 -0.712473 	 
19.000000 	 0.140100 	 -0.646508 	 
19.100000 	 2.668600 	 -0.537971 	 
19.200001 	 1.724200 	 -0.462875 	 
19.299999 	 3.167800 	 -0.369389 	 
19.400000 	 3.404200 	 -0.273510 	 
19.500000 	 6.331900 	 -0.133585 	 
19.600000 	 3.547100 	 -0.046080 	 
19.700001 	 3.088600 	 0.056873 	 
19.799999 	 5.342200 	 0.174863 	 
19.900000 	 4.020200 	 0.241765 	 
20.000000 	 4.160300 	 0.331909 	 
20.100000 	 4.485600 	 0.400265 	 
20.200001 	 4.663300 	 0.477153 	 
20.299999 	 5.339700 	 0.567250 	 
20.400000 	 5.863800 	 0.654833 	 
20.500000 	 3.875300 	 0.707756 	 
20.600000 	 5.684300 	 0.783033 	 
20.700001 	 3.888900 	 0.804870 	 
20.799999 	 3.763200 	 0.848625 	 
20.900000 	 1.259900 	 0.857313 	 
21.000000 	 4.380700 	 0.880170 	 
21.100000 	 4.789900 	 0.902848 	 
21.200001 	 3.630200 	 0.895026 	 
21.299999 	 3.276400 	 0.926985 	 
21.400000 	 2.775800 	 0.917622 	 
21.500000 	 3.067200 	 0.901210 	 
21.600000 	 2.686000 	 0.892660 	 
21.700001 	 1.760400 	 0.865233 	 
21.799999 	 0.956230 	 0.809389 	 
21.900000 	 -1.009100 	 0.728191 	 
22.000000 	 0.617630 	 0.670458 	 
22.100000 	 -1.901500 	 0.602762 	 
22.200001 	 -1.595800 	 0.512506 	 
22.299999 	 -2.566100 	 0.415773 	 
22.400000 	 -1.452600 	 0.316269 	 
22.500000 	 -3.729500 	 0.202462 	 
22.600000 	 -3.075100 	 0.124453 	 
22.700001 	 -2.795000 	 0.028693 	 
22.799999 	 -2.601100 	 -0.051939 	 
22.900000 	 -4.615600 	 -0.154110 	 
23.000000 	 -4.095300 	 -0.246457 	 
23.100000 	 -5.150300 	 -0.343336 	 
23.200001 	 -5.920700 	 -0.442496 	 
23.299999 	 -4.030900 	 -0.507685 	 
23.400000 	 -4.525900 	 -0.561570 	 
23.500000 	 -4.094800 	 -0.634891 	 
23.600000 	 -5.647700 	 -0.687805 	 
23.700001 	 -3.896300 	 -0.758922 	 
23.799999 	 -6.031900 	 -0.820635 	 
23.900000 	 -4.386300 	 -0.860791 	 
24.000000 	 -4.142000 	 -0.889112 	 
24.100000 	 -6.010900 	 -0.944831 	 
24.200001 	 -3.235700 	 -0.955503 	 
24.299999 	 -2.083300 	 -0.929172 	 
24.400000 	 -2.105000 	 -0.886553 	 
